set,frame,closed_by_labeler,aspect,centre_off,min_conf,opening_px
0_first5minvedio/training-data/labels/batch03,img002517.png,False,0.8801690936088562,0.012341117380604146,0.41730713844299316,313.491455078125
0_first5minvedio/training-data/labels/batch03,img002633.png,False,0.9109156131744385,0.0807984295753924,0.6304881572723389,277.0662841796875
0_first5minvedio/training-data/labels/batch03,img002737.png,False,0.9044483304023743,0.07842207872212438,0.6432831883430481,274.8246765136719
0_first5minvedio/training-data/labels/batch03,img002985.png,False,0.8629286289215088,0.0343402207259154,0.8511737585067749,272.1163024902344
0_first5minvedio/training-data/labels/batch03,img003917.png,False,0.8833019137382507,0.028748889864514723,0.8219267725944519,304.5137939453125
0_first5minvedio/training-data/labels/batch03,img004060.png,False,0.9349827766418457,0.04869216105472721,0.7968173027038574,311.15386962890625
0_first5minvedio/training-data/labels/batch03,img004915.png,False,0.8323427438735962,0.049389043493054965,0.729981005191803,266.6110534667969
0_first5minvedio/training-data/labels/batch03,img005345.png,False,0.8904159665107727,0.04603963315663678,0.868419349193573,295.1564025878906
0_first5minvedio/training-data/labels/batch03,img005466.png,False,0.8690680265426636,0.03888886744026252,0.8305690884590149,291.4986877441406
0_first5minvedio/training-data/labels/batch03,img006131.png,False,0.8286880850791931,0.03850691346988318,0.7966570854187012,258.9671325683594
0_first5minvedio/training-data/labels/batch03,img006556.png,False,0.8720225095748901,0.027718855279488905,0.7802177667617798,292.82489013671875
0_first5minvedio/training-data/labels/batch03,img006872.png,False,0.8521957993507385,0.05700509483511579,0.88176029920578,279.9754638671875
0_first5minvedio/training-data/labels/batch03,img007306.png,False,0.848396360874176,0.05528018701702572,0.7466780543327332,246.70350646972656
0_first5minvedio/training-data/labels/batch03,img008579.png,False,0.8459268808364868,0.0346415480033468,0.8213565349578857,286.9530334472656
0_first5minvedio/training-data/labels/batch03,img008847.png,False,0.8678559064865112,0.04153575150662694,0.7888469099998474,293.8375244140625
0_first5minvedio/training-data/labels/batch04,img000697.png,False,0.8781179785728455,0.02665454665225773,0.8294021487236023,279.0786437988281
0_first5minvedio/training-data/labels/batch04,img001721.png,False,0.8737515807151794,0.04074444540841409,0.8530116677284241,268.23809814453125
0_first5minvedio/training-data/labels/batch04,img002230.png,False,0.8969641923904419,0.02120760193016711,0.82303386926651,281.65020751953125
0_first5minvedio/training-data/labels/batch04,img002811.png,False,0.9007388949394226,0.045856694992478686,0.6986384391784668,287.37274169921875
0_first5minvedio/training-data/labels/batch04,img002874.png,False,0.8934270739555359,0.03959753531729223,0.8171737790107727,290.46209716796875
0_first5minvedio/training-data/labels/batch04,img003052.png,False,0.8479174971580505,0.030872864866704812,0.850045382976532,282.49554443359375
0_first5minvedio/training-data/labels/batch04,img003406.png,False,0.8597651720046997,0.040288554873729766,0.8990623354911804,292.70880126953125
0_first5minvedio/training-data/labels/batch04,img003602.png,False,0.8794878125190735,0.013828960966686626,0.8718493580818176,306.4423828125
